Key,Source,Context,Changes,English
survivalTip,,Popup Tip,,"Текущее состояние здоровья отображается красным цветом, а максимальное - серым. Потерянное здоровье или максимум здоровья отображается чёрным.\n\nЕшьте еду или используйте медикаменты для восстановления здоровья. Используйте бинты или аптечки для восстановления максимума здоровья.\n\nТекущее состояние выносливости отображается синим цветом, а максимальное - серым. Потерянная выносливость или максимум выносливости отображается чёрным.\n\nПейте воду для восстановления выносливости. Ешьте еду для восстановления максимума выносливости.\n\nСкорости восстановления здоровья и выносливости зависят от уровня обезвоживания, который можно посмотреть в окне статистики персонажа."
survivalTip_title,,Popup Tip,New,"Выживание"
tableSawTip,,Popup Tip,New,"Используйте отрезной станок для открытия и изготовления множества косметических рецептов, чтобы обустроить и украсить свою базу. "
tableSawTip_title,,Popup Tip,New,"Отрезной станок"
traderTip,,Popup Tip,EnChanged,"Торговцев можно найти в мире в поселениях «Белая река», отмеченных флагом и знаком Джоэла. Предметы можно покупать и продавать за жетоны казино «Герцог». Вы можете увидеть вашу общую сумму денежных средств в правом верхнем углу вашего инвентаря. Торговцы периодически пополняют ассортимент. У них также есть заначка, из которой они предлагают особые товары, которые основываются на уровне вашего навыка обмена. Некоторые предметы могут быть куплены или проданы только пачками. Торговцы ведут свой бизнес от рассвета до заката. Приобретайте навык «Выгодная сделка», чтобы улучшить свои способности к покупке/продаже у торговцев. Также торговцы могут давать задания."
traderTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Торговцы"
treasureMapTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Карты сокровищ могут привести к тайникам, содержащим поистине хорошую добычу. Если вы прочитали и приняли задание карты сокровищ, оно будет отмечено на ваших компасе и карте иконкой сокровищ. Следуйте за этой иконкой, и когда вы приблизитесь достаточно близко, она начнёт мигать красным. Убедитесь, что вы копаете в нужном месте при мигающей красным иконке на компасе. Тайник обычно закопан на глубине 2-3 метров."
treasureMapTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Карты сокровищ"
triggerDelayDurationTip,,Popup Tip,,"Если у вас есть пусковой компонент, например, пусковая пластина, датчик движения или растяжка, вы можете настроить его, как он будет срабатывать. Откройте его и вы увидите настройки управления, чтобы назначать задержку и длительность работы с различными вариантами по каждому параметру. Длительность подачи энергии может быть установлена по времени или работать до тех пор, пока кто-то находится в зоне срабатывания. Есть также параметр, при котором работа не будет прекращаться до тех пор, пока не будет сброшена. Также есть варианты для срабатывания события при точной настройке времени."
triggerDelayDurationTip_title,,Popup Tip,,"Задержка и длительность пускателей"
tutorialTipQuest01,,Popup Tip,KgNone,"Дорогой друг,\n\nПустошь может быть беспощадным местом, и похоже, что вам может пригодиться любая помощь. Это краткое руководство поможет вам выжить. Если вы завершите его, мы могли бы взять вас в новый штат. Поселение «Белая река», оно существует и безопасно.\n\nУдачи, Ной"
tutorialTipQuest01_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"начало: основы выживания"
tutorialTipQuest01Console,,Popup Tip,KeyCon KgNone,"You've discovered a mysterious note. Read it by pressing {0} while the note is equipped or by using the read action when examining the note."
tutorialTipQuest02,,Popup Tip,KgNone,"основы выживания - ваше активное задание. Статус задания отображается в «обозревателе целей», находящемся в правой верхней части экрана. Для получения дополнительной информации по заданиям откройте ваш инвентарь и перейдите в меню «задания»."
tutorialTipQuest02_button_console,,Popup Tip,KeyCon KgNone,"Basic Survival is your active quest. The quest's status is displayed on the Objective Tracker in the top right of the screen. For more information on quests access your Inventory {0} and navigate to the Quests menu {1}."
tutorialTipQuest02_console,,Popup Tip,KeyCon KgNone,"Basic Survival is your active quest. The quest's status is displayed on the Objective Tracker in the top right of the screen. For more information on quests, access your Inventory and navigate to the Quests menu."
tutorialTipQuest02_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"обозреватель задания"
tutorialTipQuest03_button_console,,Popup Tip,EnChanged,"You've earned Skill Points for completing the Basic Survival Quest. Spend them by accessing your Inventory {0} and navigate to the Skills menu {1}, then highlight the desired Skill or Perk and Purchase {2} it."
tutorialTipQuest03_console,,Popup Tip,KeyCon EnChanged,"You've earned Skill Points for completing the Basic Survival Quest. Spend them by accessing your Inventory and navigating to the Skills menu, then highlight the desired Skill or Perk and purchase it."
vendingMachineTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Существует три типа торговых автоматов: автоматы по продаже напитков можно найти в магазинах, арендуемые торговые автоматы - в поселениях торговцев, а принадлежащие игроку торговые автоматы могут быть приобретены только у торговцев в их заначке. Все торговые автоматы используют монеты «Герцог», которые можно найти в мире или получить, продавая предметы торговцам. Вы можете посмотреть ваш капитал в правом верхнем углу инвентаря. Не игровые персонажи могут покупать предметы из арендованных вами торговых автоматов, поэтому мудрым решением будет размещать ненужные предметы по невысокой цене."
vendingMachineTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Торговые автоматы"
waterTip,,Popup Tip,EnChanged,"Вода определяет, насколько быстро будут восстанавливаться показатели здоровья и выносливости. Вы можете набрать в пустую консервную или стеклянную банку из водоёма, нажав клавишу вторичного действия. Выпивая грязную воду, вы рискуете заразиться дизентерией. На костре можно вскипятить консервные банки с водой, а используя кастрюлю - стеклянные банки с водой. Уровень воды можно найти в меню статистики персонажа."
waterTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Вода"
workbenchTip,,Popup Tip,EnChanged,"Верстак не только содержит все рецепты рюкзака, но также даёт доступ к изготовлению большего количества предметов. Вы можете выставить очередь и уйти, оставляя свою основную очередь для изготовления свободной для использования. Внутри привязанной области все рабочие станции могут быть подняты, удерживая клавишу «E» с последующим выбором «ВЗЯТЬ» из кругового меню."
workbenchTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Верстак"
quest_BasicSurvival,,Quest Info,KgNone,"Основы выживания"
quest_BasicSurvival_offer,,Quest Info,KeyCon KgNone,"Dear Friend,\nAs you know the wasteland can be an unforgiving place and from our observations you look like you could use some help. Here’s a little guide to help a newcomer survive.  Think of it as our little initiation. Complete it to our liking and we just might take in a new citizen. The White River Settlement, it’s real and it’s safe.\n\n Good Luck Noah"
quest_BasicSurvival1,,Quest Info,Reordered,"Основы выживания 1/8"
quest_BasicSurvival1_description,,Quest Info,Reordered,"Сделайте спальный мешок, собирая растительные волокна. После того, как соберёте все ингредиенты, откройте инвентарь, перейдите в раздел «основное», выберите рецепт и нажмите кнопку «сделать».\n\nРазместите спальный мешок в удобном для вас месте, предварительно взяв его в руки и используя клавишу вторичного действия. После того, как разместите, вы увидите иконку кровати на ваших компасе и карте. Это позволит вам не заблудиться по пути домой и будет являться точкой возрождения в случае смерти."
quest_BasicSurvival1_description_button_console,,Quest Info,KeyCon KgNone,"Craft a Stone Axe to help you defend yourself and gather crafting ingredients. Gather ingredients by Attacking {0} grass, stone, or wood objects. You can also gather small stones by looking at them and using Pickup {1}. \n\nOnce you have the ingredients, access the Inventory {2} and Select {3} Stone Axe in the Basics category of the Crafting window. Craft {4} a Stone Axe."
quest_BasicSurvival1_description_console,,Quest Info,KeyCon KgNone,"Craft a Stone Axe to help you defend yourself and gather crafting ingredients. Gather the ingredients by attacking grass, stone, or wood objects. You can also pick up small stones by looking at them and using the Pickup action. \n\nOnce you have the ingredients, access the Inventory and locate Stone Axe in the Basics category of the Crafting window. Craft a Stone Axe."
quest_BasicSurvival1_subtitle,,Quest Info,Reordered,"Сделать спальный мешок"
quest_BasicSurvival2,,Quest Info,Reordered,"Основы выживания 2/8"
quest_BasicSurvival2_description,,Quest Info,Reordered,"Изготовление каменного топора поможет вам защищаться и собирать ингредиенты для ремесла. Собирайте ингредиенты, ударяя по траве, камню или деревянным объектам. Вы также можете подобрать маленькие камни, смотря на них и с помощью действия «Взять». После того, как соберёте все ингредиенты, откройте инвентарь и найдите каменный топор в разделе «Основное» окна «Ремесло». Сделайте каменный топор."
quest_BasicSurvival2_description_button_console,,Quest Info,KeyCon KgNone,"Craft plant fiber clothing to protect you from damage and keep you warm in cold weather. Gather ingredients by Attacking {0} grass and small plants. \n\nOnce you have the ingredients, access the Inventory {1} and Select {2} the Clothing category of the Crafting window. Select {3} and Craft {4} the plant fiber clothing."
quest_BasicSurvival2_description_console,,Quest Info,KeyCon KgNone,"Craft plant fiber clothing to protect you from damage and keep you warm in cold weather. Gather plant fibers by attacking grass and small plants. \n\nOnce you have the ingredients, access the Inventory and locate the Clothing category of the Crafting window. Craft plant fiber clothing."
quest_BasicSurvival2_subtitle,,Quest Info,Reordered,"Сделать каменный топор"
quest_BasicSurvival3,,Quest Info,Reordered,"Основы выживания 3/8"
quest_BasicSurvival3_description,,Quest Info,Reordered,"Изготовьте одежду из волокон, чтобы защитить себя от повреждений и оставаться согретым в холодную погоду. Соберите растительные волокна, ударяя по траве и небольшим растениям. После того, как соберёте все ингредиенты, откройте инвентарь и перейдите в раздел «Одежда» окна «Ремесло». Сделайте одежду из волокон."
quest_BasicSurvival3_description_button_console,,Quest Info,KeyCon KgNone,"To put on your plant fiber clothing, access the Inventory {0}, Select {1} an article of clothing and Wear {2} it. \n\nAccess the Character menu {3} to see the insulation and defense your worn clothing provides in the top left of the Character window."
quest_BasicSurvival3_description_console,,Quest Info,KeyCon KgNone,"To wear your plant fiber clothing, access the Inventory and select an article of clothing, then select Wear in the Action window. \n\nOnce dressed, access the Character menu to see the insulation and defense your worn clothing provides in the top left of the Character window."
quest_BasicSurvival3_subtitle,,Quest Info,Reordered,"Сделать одежду из волокон"
quest_BasicSurvival4,,Quest Info,Reordered,"Основы выживания 4/8"
quest_BasicSurvival4_description,,Quest Info,Reordered,"Чтобы надеть одежду из волокон, откройте инвентарь и выберите одежду, затем выберите «надеть» в окне «действие». После того, как оденетесь, откройте меню «персонаж», чтобы увидеть теплозащиту и защиту вашей надетой одежды, находящейся в верхней левой части окна «персонаж»."
quest_BasicSurvival4_description_button_console,,Quest Info,KeyCon KgNone,"Gather wood by Attacking {0} trees or bushes. \n\nOnce you have the ingredients, access the Inventory {1} and Select {2} Wooden Club in the Basics category of the Crafting window. Craft {3} a Wooden Club."
quest_BasicSurvival4_description_console,,Quest Info,KeyCon KgNone,"Gather wood by attacking trees or bushes. \n\nOnce you have the ingredients, access the Inventory and locate Wooden Club in the Basics category of the Crafting window. Craft a Wooden Club."
quest_BasicSurvival4_subtitle,,Quest Info,Reordered,"Надеть одежду из волокон"
quest_BasicSurvival5,,Quest Info,Reordered,"Основы выживания 5/8"
quest_BasicSurvival5_description,,Quest Info,Reordered,"Соберите древесину, ударяя по деревьям или кустам. После того, как соберёте все ингредиенты, откройте инвентарь и найдите деревянную дубину в разделе «Основное» окна «Ремесло». Сделайте деревянную дубину."
quest_BasicSurvival5_description_button_console,,Quest Info,KeyCon KgNone,"Now that you have a melee weapon, you could use a ranged weapon. Gather wood, stone, plant fibers and feathers found in bird nests on the ground. \n\nOnce you have the ingredients, access the Basics category of the Crafting window. Select {0} and Craft {1} a Wooden Bow and Arrows."
quest_BasicSurvival5_description_console,,Quest Info,KeyCon KgNone,"Now that you have a melee weapon, you could use a ranged weapon. Gather wood, stone, plant fibers and feathers found in bird nests on the ground. \n\nOnce you have the ingredients, access the Basics category of the Crafting window. Craft a Wooden Bow and Arrows."
quest_BasicSurvival5_subtitle,,Quest Info,Reordered,"Сделать деревянную дубину"
quest_BasicSurvival6,,Quest Info,Reordered,"Основы выживания 6/8"
quest_BasicSurvival6_description,,Quest Info,Reordered,"Теперь у вас есть оружие ближнего боя, но вы также можете использовать и оружие дальнего боя. Соберите древесину, камень, растительные волокна и найдите перья в гнёздах на земле. После того, как соберёте все ингредиенты, откройте раздел «Основное» в окне «Ремесло». Сделайте деревянный лук и стрелы."
quest_BasicSurvival6_description_button_console,,Quest Info,KeyCon KgNone,"Gather wood and Craft {0} Wooden Frames from the Basics category of the Crafting window. \n\nFrom your Inventory, Select {1} and Equip {2} the Wooden Frames. Place Wooden Frames in the world with {3}. With extra wood in your inventory you can use {4} with a Stone Axe to upgrade the Wooden Frames."
quest_BasicSurvival6_description_console,,Quest Info,KeyCon KgNone,"Gather wood and Craft Wooden Frames from the Basics category of the Crafting window. \n\nPlace Wooden Frames in the world by equipping them and using the secondary action. Upgrade them with a Stone Axe using the secondary action while you have extra wood in your Inventory."
quest_BasicSurvival6_subtitle,,Quest Info,Reordered,"Сделать лук и стрелы"
quest_BasicSurvival7,,Quest Info,Reordered,"Основы выживания 7/8"
quest_BasicSurvival7_description,,Quest Info,Reordered,"Соберите древесину и изготовьте деревянные каркасы в разделе «Основное» окна «Ремесло». Разместите деревянные каркасы на земле, взяв их в руки и используя клавишу вторичного действия. Улучшите их с помощью каменного топора, используя клавишу вторичного действия, пока в вашем инвентаре находится дополнительная древесина."
quest_BasicSurvival7_description_button_console,,Quest Info,KeyCon KgNone,"Gather plant fibers and Craft {0} a Bedroll from the Basics category of the Crafting window. Select {1} and Equip {2} the Bedroll. \n\nPlace the Bedroll in the world with {3}. Once placed a Bed Icon will appear on your Compass, and in your Map menu. This will lead you back to your home and will act as a respawn point if you die."
quest_BasicSurvival7_description_console,,Quest Info,KeyCon KgNone,"Gather plant fibers and Craft a Bedroll from the Basics category of the Crafting window. \n\nPlace the Bedroll in the world by equipping it and using the secondary action. Once placed a Bed Icon will appear on your Compass, and in your Map menu. This will lead you back to your home and will act as a respawn point if you die."
quest_BasicSurvival7_subtitle,,Quest Info,Reordered,"Закладка базы"
quest_BasicSurvival8,,Quest Info,KgNone,"Основы выживания 8/8"
quest_BasicSurvival8_description,,Quest Info,KgNone,"соберите маленькие камни и сделайте костёр в разделе основное окна ремесло. Экипируйте костёр и разместите его в удобном для вас месте, используя клавишу вторичного действия. После размещения вы сможете использовать костёр, чтобы согреться или для кулинарии."
quest_BasicSurvival8_description_button_console,,Quest Info,KeyCon KgNone,"Gather small stones and Craft {0} a Campfire from the Basics category of the Crafting window. Select {1} and Equip {2} the Campfire, then place it in the world with {3}. \n\nOnce placed you can use the campfire to warm yourself or cook."
quest_BasicSurvival8_description_console,,Quest Info,KeyCon KgNone,"Gather small stones and Craft a Campfire from the Basics category of the Crafting window. Equip the Campfire and place it in the world using the secondary action. \n\nOnce placed you can use the campfire to warm yourself or cook."
quest_BasicSurvival8_subtitle,,Quest Info,KgNone,"Разжечь костёр"
quest_WhiteRiverCitizen,,Quest Info,KgNone,"Гражданин «Белой реки»"
quest_WhiteRiverCitizen1,,Quest Info,KgNone,"Гражданин «Белой реки» 1/1"
quest_WhiteRiverCitizen1_description,,Quest Info,KgNone,"Хорошая работа, выживший,\n\nВы доказали, что обладаете большим потенциалом. Мы отметили на вашей карте расположение ближайшего аванпоста «Белой реки». Там вы найдёте торговца, у которого сможете купить или продать товары и заиметь торговую историю с одним из наших дружественных граждан.\n\nДобро пожаловать на борт, ной"
quest_WhiteRiverCitizen1_subtitle,,Quest Info,KgNone,"Добраться до поселения"
tutorialTipQuest01_console,,Quest Info,KeyCon KgNone,"Dear Friend,\nThe wasteland can be an unforgiving place, and you look like you could use some help. Enclosed is a short guide to help you survive. If you complete it, we just might take in a new citizen. The White River Settlement, it's real and it's safe.\n Good Luck, Noah"
requirementGroupFireaxe,,Requirement Group,KgNone,"Иметь пожарный топор"
requirementGroupShotgun,,Requirement Group,KgNone,"Иметь дробовик"
treasure_claude,,,KgNone,"Карта сокровищ Клода"
treasure_jennifer,,,KgNone,"Карта сокровищ Дженнифер"
treasure_nickole,,,KgNone,"Карта сокровищ Николь"
treasure_raphael,,,KgNone,"Карта сокровищ Рафаэля"
treasure_sarah,,,KgNone,"Карта сокровищ Сары"
treasure_stephan,,,KgNone,"Карта сокровищ Стефана"
treasure_taylor,,,KgNone,"Карта сокровищ Тейлора"
quest_WhiteRiverCitizen1_description_title,,Popup Tip,,"Гражданин «Белой реки»"
challenge_blitzdefense,,Challenge Info,,"Блиц обороны"
challenge_blitzdefense_offer,,Challenge Info,,"Эй, зомбячья еда,\nЕсли ты нашёл эту записку, то знай, мы наблюдаем за тобой. Ты зашёл настолько далеко, поэтому, наверное, ты не так уж и бесполезен. Мы могли бы рассмотреть твою кандидатуру, если ты завершишь это испытание.\n\nСумашедший Д\n\nИспытание: Убить несколько зомби-футболистов"
challenge_blitzdefense_subtitle,,Challenge Info,,"Убить несколько зомби-футболистов"
challenge_givemeaz,,Challenge Info,,"Вручите мне Z"
challenge_givemeaz_offer,,Challenge Info,,"Эй, засранец,\nНе случайно нашёл эту записку. Мы наблюдали за тобой несколько дней и пришли к выводу, что ты - пустая трата кислорода. Но, возможно, если ты покажешь себя, завершив это испытание, мы сможем найти тебе применение.\n\nДжейк, «Король безумцев»\n\nИспытание: Убить зобми-болельщиц"
challenge_givemeaz_subtitle,,Challenge Info,,"Убить несколько зобми-болельщиц"
challenge_dishonorabledischarge,,Challenge Info,,"Бесчестное увольнение"
challenge_dishonorabledischarge_offer,,Challenge Info,,"Идиот, взбаламутивший всех зомби,\nМы продолжаем делать ставки на то, сколько ты ещё протянешь... ты нас удивил. Есть парочку надоедливых зомби, с которым мы хотим чтобы ты разобрался. Возможно, если ты выживешь, мы поговорим о том, что ты ещё сможешь для нас сделать.\n\nСумашедший Д\n\nИспытание: Убить несколько зомби-солдат"
challenge_dishonorabledischarge_subtitle,,Challenge Info,,"Убить зомби-солдат"
challenge_cableguysnevermadeit,,Challenge Info,,"Кабельщики не добрались"
challenge_cableguysnevermadeit_offer,,Challenge Info,,"Дорой, тупица,\nЯ уверен, что ты занят своей жалкой попыткой выжить. Но у меня есть предложение, заверши это задание и ты сможешь присоединиться к самой сумасшедшей банде в Навезгане. Или ты можешь попытаться выжить в одиночку.\n\n«Вставь Ф в безумие» Джейк\n\nИспытание: Убить несколько подсобных зомби-рабочих"
challenge_cableguysnevermadeit_subtitle,,Challenge Info,,"Убить несколько подсобных зомби-рабочих"
ObjectiveStayWithin_keyword,,Keywords,,"Не выходить за пределы"
challenge_starvingtourists,,Challenge Info,,"Голодающие туристы"
challenge_starvingtourists_offer,,Challenge Info,,"Путник,\nТот факт, что ты читаешь эту записку, не случайность. Мои парни уже давно наблюдают за тобой, и мы всегда ищем новобранцев, которые всё ещё на живой стороне дела. Но прежде чем мы кинемся в объятия, мы хотим, чтобы ты сделал одно дельце, чтобы увидеть, из чего ты сделан.\n\nОни зовут меня - Сумасшедший Джейк\n\nИспытание: Убить несколько беспокойных туристов."
challenge_starvingtourists_subtitle,,Challenge Info,,"Убить несколько беспокойных туристов"
dialog_trader_statement_start,,Dialogs,New,"Привет, друг, чем я могу тебе помочь?"
dialog_trader_statement_background,,Dialogs,New,"О чем бы ты хотели узнать?"
dialog_trader_statement_navezgane,,Dialogs,New,"Навезган штата Аризона один из последнего настоящего Эдема на земле, где сельскохозяйственные культуры всё ещё могут расти, который в основном является территорией резервации индейцев апачи."
dialog_trader_statement_theduke,,Dialogs,New,"Самым могущественным человеком в Навезгане до войны был амбициозный, криво коренной американец апачского происхождения по имени Дюк Кассадор, что означает воин и вождь у апачей."
dialog_trader_statement_cassadores,,Dialogs,New,"Личная банда наёмников Дюка."
dialog_trader_statement_noah,,Dialogs,New,"Основатель форпостов поселения «Белая река», Ной Уайт, не склонился перед Дюком и теперь в бегах от Кассадоров."
dialog_trader_statement_currentjobs,,Dialogs,New,"Какая из имеющейся работы тебе под силу?"
dialog_trader_statement_nojobs,,Dialogs,New,"У меня сейчас нет работы."
dialog_trader_statement_admin,,Dialogs,New,"Параметры админа"
dialog_trader_response_shop,,Dialogs,New,"Могу я взглянуть на товары?"
dialog_trader_response_jobsnone,,Dialogs,New,"Есть какая-нибудь работа?"
dialog_trader_response_jobshave,,Dialogs,New,"Есть какая-нибудь работа?"
dialog_trader_response_background,,Dialogs,New,"Могу я задать пару вопросов?"
dialog_trader_response_navezgane,,Dialogs,New,"Навезган?"
dialog_trader_response_theduke,,Dialogs,New,"Дюк?"
dialog_trader_response_cassadores,,Dialogs,New,"Кассадоры?"
dialog_trader_response_noah,,Dialogs,New,"Ной Уайт?"
dialog_trader_response_whiteriveroutposts,,Dialogs,New,"Белая река?"
dialog_trader_response_nevermind,,Dialogs,New,"Ничего."
dialog_trader_response_admin,,Dialogs,New,"Параметры админа"
dialog_trader_response_restock,,Dialogs,New,"Пополнение запасов"
dialog_trader_response_resetquests,,Dialogs,New,"Сброс заданий"
quest_tier1_clear,,Quest Info,New,"Уровень 1: Зачистка"
quest_tier2_clear,,Quest Info,New,"Уровень 2: Зачистка"
quest_tier3_clear,,Quest Info,New,"Уровень 3: Зачистка"
quest_tier4_clear,,Quest Info,New,"Уровень 4: Зачистка"
quest_tier5_clear,,Quest Info,New,"Уровень 5: Зачистка"
quest_tier6_clear,,Quest Info,New,"Уровень 6: Зачистка"
quest_tier1_fetch,,Quest Info,New,"Уровень 1: Вернуть"
quest_tier2_fetch,,Quest Info,New,"Уровень 2: Вернуть"
quest_tier3_fetch,,Quest Info,New,"Уровень 3: Вернуть"
quest_tier4_fetch,,Quest Info,New,"Уровень 4: Вернуть"
quest_tier5_fetch,,Quest Info,New,"Уровень 5: Вернуть"
quest_tier6_fetch,,Quest Info,New,"Уровень 6: Вернуть"
quest_tier2_hidden_cache,,Quest Info,New,"Уровень 2: Тайник"
quest_tier3_hidden_cache,,Quest Info,New,"Уровень 3: Тайник"
quest_tier4_hidden_cache,,Quest Info,New,"Уровень 4: Тайник"
quest_tier5_hidden_cache,,Quest Info,New,"Уровень 5: Тайник"
quest_tier6_hidden_cache,,Quest Info,New,"Уровень 6: Тайник"
quest_tier2_fetch_clear,,Quest Info,New,"Уровень 2: Вернуть / Зачистка"
quest_tier3_fetch_clear,,Quest Info,New,"Уровень 3: Вернуть / Зачистка"
quest_tier4_fetch_clear,,Quest Info,New,"Уровень 4: Вернуть / Зачистка"
quest_tier5_fetch_clear,,Quest Info,New,"Уровень 5: Вернуть / Зачистка"
quest_tier6_fetch_clear,,Quest Info,New,"Уровень 6: Вернуть / Зачистка"
quest_tier3_hidden_clear,,Quest Info,New,"Уровень 3: Тайник / Зачистка"
quest_tier4_hidden_clear,,Quest Info,New,"Уровень 4: Тайник / Зачистка"
quest_tier5_hidden_clear,,Quest Info,New,"Уровень 5: Тайник / Зачистка"
quest_tier6_hidden_clear,,Quest Info,New,"Уровень 6: Тайник / Зачистка"
quest_tier1_buried_supplies,,Quest Info,New,"Уровень 1: Зарытые припасы"
quest_clear_subtitle,,Quest Info,New,"Зачистить область"
quest_fetch_subtitle,,Quest Info,New,"Вернуть припасы"
quest_hidden_cache_subtitle,,Quest Info,New,"Найти припасы"
quest_fetch_clear_subtitle,,Quest Info,New,"Зачистить область и вернуть припасы"
quest_hidden_clear_subtitle,,Quest Info,New,"Зачистить область и найти припасы"
quest_buried_supplies_subtitle,,Quest Info,New,"Найти зарытые припасы"
quest_clear_description,,Quest Info,New,"Дойти до [DECEA3]{poi.name}[-] и зачистить от зомби. Это место может быть полезным для нашего дело."
quest_fetch_description,,Quest Info,New,"Дойти до [DECEA3]{poi.name}[-] и вернуть груз. Будь осторожен, мы не знаем, что там."
quest_hidden_cache_description,,Quest Info,New,"Дойти до [DECEA3]{poi.name}[-] и найти спрятанную груз. Действуй с осторожностью, наши парни сообщили, что видели зомби в этой области."
quest_fetch_clear_description,,Quest Info,New,"Дойти до [DECEA3]{poi.name}[-]. Убей всех зомби и верни груз."
quest_hidden_clear_description,,Quest Info,New,"Дойти до [DECEA3]{poi.name}[-]. Избавься ото всех зомби и верни спрятанный груз."
quest_buried_supplies_description,,Quest Info,New,"Доберись до отмеченного места и выкопай зарытые припасы. Отмеченное местоположение может быть не совсем точным. Как только найдёшь, забери припасы, а остальное оставь себе."
quest_treasure_description,,Quest Info,New,"Доберись до отмеченного места и выкопай зарытый клад. Отмеченное местоположение может быть не совсем точным. Удачи в поисках сокровищ!"
quest_clear_statement,,Quest Info,New,"Зачистить область от зомби."
quest_fetch_statement,,Quest Info,New,"Вернуть груз."
quest_hidden_cache_statement,,Quest Info,New,"Найти пропавший груз."
quest_fetch_clear_statement,,Quest Info,New,"Вернуть груз и уничтожить зомби."
quest_hidden_clear_statement,,Quest Info,New,"Найти груз и зачистить от зомби."
quest_buried_supplies_statement,,Quest Info,New,"Найти зарытые припасы."
quest_clear_response,,Quest Info,New,"Зачистить от зомби ([DECEA3]{poi.distance}[-])"
quest_fetch_response,,Quest Info,New,"Вернуть ([DECEA3]{poi.distance}[-])"
quest_hidden_cache_response,,Quest Info,New,"Тайник ([DECEA3]{poi.distance}[-])"
quest_fetch_clear_response,,Quest Info,New,"Вернуть / Зачистка ([DECEA3]{poi.distance}[-])"
quest_hidden_clear_response,,Quest Info,New,"Тайник и зачистка ([DECEA3]{poi.distance}[-])"
quest_buried_supplies_response,,Quest Info,New,"Зарытые припасы ([DECEA3]{treasure.distance}[-])"
quest_clear_completion,,Quest Info,New,"Что ж, будь я проклят. Тебе действительно удалось выжить там. Спасибо, что убил всех зомби. Вот обещанное. "
quest_fetch_completion,,Quest Info,New,"Что ж, будь я проклят. Тебе действительно удалось выжить там. Спасибо, что вернул припасы. Вот обещанное."
quest_hidden_cache_completion,,Quest Info,New,"Что ж, будь я проклят. Тебе действительно удалось выжить там. Спасибо, что нашёл тайник. Вот обещанное."
quest_fetch_clear_completion,,Quest Info,New,"Что ж, будь я проклят. Тебе действительно удалось выжить там. Спасибо, что убил всех зомби и вернул припасы. Вот обещанное."
quest_hidden_clear_completion,,Quest Info,New,"Что ж, будь я проклят. Тебе действительно удалось выжить там. Спасибо, что убил всех зомби и нашёл тайник. Вот обещанное."
quest_buried_supplies_completion,,Quest Info,New,"Что ж, будь я проклят. Тебе действительно удалось выжить там. Спасибо, что выкопал припасы. Вот обещанное."
quest_tier1_clear_offer,,Quest Info,New,"Иди и докажи, что ты достоин стать частью бегунов «Белой реки». Нам нужно, чтобы ты зачистил [DECEA3]{poi.name}[-] от зомби."
quest_tier2_clear_offer,,Quest Info,New,"Готов к ещё большим приключениям, а? Это будет немного посложнее, но я уверен, что ты справишься. Иди и убей всех зомби в [DECEA3]{poi.name}[-]."
quest_tier3_clear_offer,,Quest Info,New,"Ты проделал отличную работёнку на прошлой зачистке, но это будет жёстче. Уверен, ты справишься. Иди и уничтожь всех зомби в [DECEA3]{poi.name}[-]."
quest_tier4_clear_offer,,Quest Info,New,"Ты знаешь, что делать. Иди и истреби всех зомби в [DECEA3]{poi.name}[-]."
quest_tier5_clear_offer,,Quest Info,New,"Это очень важно для «Белой реки», поэтому я решил отправить лучшего на эту работёнку, но, к сожалению, он занят, поэтому мне придётся поручить это тебе. Иди и поруби зомби в [DECEA3]{poi.name}[-]."
quest_tier6_clear_offer,,Quest Info,New,"Это может быть самой трудной работёнкой, но я знаю, что могу рассчитывать на тебя. Иди и прикончи зомби в [DECEA3]{poi.name}[-]. Удачи."
quest_tier1_fetch_offer,,Quest Info,New,"Один из наших спрятал груз у себя [DECEA3]{poi.name}[-]. Иди и верни его мне."
quest_tier2_fetch_offer,,Quest Info,New,"Мой человек попал в беду и был вынужден спрятать груз в [DECEA3]{poi.name}[-]. Иди, достань его и верни мне."
quest_tier3_fetch_offer,,Quest Info,New,"Парни оставили свой груз в [DECEA3]{poi.name}[-]. Я был бы признателен, если ты вернул его мне."
quest_tier4_fetch_offer,,Quest Info,New,"Один из наших форпостов оставил кое-какие припасы в [DECEA3]{poi.name}[-]. Я награжу тебя, если ты вернёшь их мне."
quest_tier5_fetch_offer,,Quest Info,New,"Несколько наших людей пропали без вести в [DECEA3]{poi.name}[-]. Я опасаюсь худшего, но мне реально нужны эти припасы. Ты можешь позаботиться об этом для меня?"
